"net_tfa","e401","age","inc","fsize","educ","pira","hown","marr","db","twoearn"
1400,1,37,6765,4,14,0,1,1,0,1
-741,1,28,39015,2,18,0,0,1,0,1
-550,1,38,24870,3,14,0,1,0,1,0
350,1,46,17112,2,12,0,1,0,1,0
-17501,1,46,34770,4,14,0,1,1,0,0
18300,1,60,38337,5,12,1,1,1,0,0
78000,1,39,57192,1,18,1,1,0,1,0
22538,1,48,63438,4,13,1,1,1,0,1
5300,1,58,38979,2,12,0,1,1,0,1
13803,1,44,33471,1,15,0,0,0,1,0
11612,1,34,38190,4,12,0,1,1,0,1
11290,1,39,50145,6,16,0,1,1,0,0
-3143,1,36,13824,6,12,0,1,1,0,1
23300,1,57,46605,4,14,1,1,1,0,1
3274,1,29,20175,2,12,0,1,0,0,0
1600,1,51,25500,2,12,0,1,0,0,0
6457,1,44,88074,4,18,1,1,1,1,1
413,1,51,40581,4,12,0,1,1,0,1
84000,1,42,61500,4,15,1,1,1,0,0
38500,1,41,67596,1,18,1,1,0,0,0
-7400,1,44,51180,4,17,0,0,0,0,0
7609,1,41,50610,3,14,0,1,1,1,1
33500,1,47,43068,2,13,1,1,1,1,1
181667,1,50,66876,4,17,1,1,1,0,1
29122,1,55,21216,1,13,1,0,0,1,0
-6190,1,49,31176,1,12,0,1,0,1,0
25600,1,49,25770,1,12,0,1,0,1,0
179000,1,47,94200,4,18,1,1,1,1,0
42400,1,39,74814,4,12,0,1,1,1,1
-37,1,31,65844,4,16,0,1,1,1,1
20600,1,44,46869,2,14,1,0,1,1,1
-2347,1,41,21000,1,14,0,0,0,1,0
-400,1,34,24144,3,12,0,1,1,1,0
9550,1,31,43281,3,16,1,1,1,1,1
6778,1,43,54840,4,16,0,1,1,0,1
-2130,1,31,7938,1,16,0,0,0,1,0
5300,1,35,20805,1,14,0,0,0,1,0
-2371,1,40,43818,3,13,0,1,1,0,1
13370,1,43,73194,4,16,1,1,1,0,1
9406,1,29,43302,4,11,0,0,1,0,1
14256,1,55,40959,3,12,1,0,1,0,1
5399,1,51,24048,2,12,0,1,1,0,1
31847,1,29,52236,4,17,1,1,1,1,1
22700,1,51,30537,1,13,0,1,0,0,0
27000,1,37,66303,4,12,1,1,1,1,1
2591,1,28,39600,2,16,0,1,1,0,1
38100,1,35,90300,3,18,1,1,1,1,1
76399,1,37,37872,2,10,0,1,0,1,0
500,1,46,36003,2,9,0,1,1,1,1
12400,1,30,9225,4,15,1,0,1,0,0
26800,1,39,47025,5,12,1,1,1,1,1
48700,1,51,57390,4,12,1,1,1,0,1
-2364,1,53,16200,2,15,0,1,0,1,0
44148,1,37,44502,4,13,0,1,1,0,0
95474,1,52,66360,3,15,1,1,1,0,0
6150,1,39,10140,1,12,1,1,0,0,0
-1788,1,35,17424,3,13,0,0,0,0,0
700,1,36,24090,1,14,0,0,1,0,0
-3600,1,37,24312,3,15,0,1,1,0,1
1998,1,52,46140,2,18,0,1,1,1,1
13900,1,28,60090,4,12,0,1,1,0,0
52836,1,47,51294,4,13,0,1,1,0,1
9400,1,46,36300,2,13,0,1,1,1,1
234200,1,54,92046,3,12,1,1,1,1,1
102132,1,53,82971,2,13,1,1,1,0,1
120700,1,54,31896,1,17,0,1,0,0,0
53749,1,52,35424,3,12,0,1,1,0,0
27332,1,52,70392,2,12,1,1,1,0,1
-5967,1,35,26202,5,12,0,1,1,0,1
25299,1,40,56778,4,14,1,1,1,0,1
139998,1,61,45750,2,12,1,1,1,0,0
5633,1,44,21990,4,16,0,1,1,0,1
242150,1,59,90258,2,14,1,1,1,0,0
6701,1,36,23331,3,15,1,1,0,0,0
-2958,1,26,38931,3,13,0,0,1,0,1
37099,1,64,30432,1,16,1,1,0,0,0
16500,1,38,38610,1,17,0,1,0,1,0
10200,1,27,82068,2,16,0,1,1,1,1
-23550,1,27,41583,3,16,0,0,1,0,1
373556,1,59,43317,1,16,1,1,0,0,0
13180,1,31,50676,4,12,0,1,1,0,1
3126,1,41,30813,2,18,1,1,0,1,0
-10200,1,46,71400,3,14,0,1,1,0,1
12398,1,32,45933,2,16,0,1,1,0,1
1134098,1,38,39000,1,18,1,1,0,0,0
18800,1,56,52965,2,16,0,1,1,0,1
-13937,1,62,44124,3,14,1,1,1,1,0
54100,1,40,55815,4,12,1,1,1,0,1
17500,1,36,55305,3,15,1,1,1,0,1
-758,1,49,37833,3,12,0,1,1,1,1
-25,1,26,18594,3,12,0,0,0,0,0
-1600,1,41,24660,1,12,0,0,0,0,0
35000,1,32,69327,1,16,0,0,0,1,0
11000,1,54,66018,2,14,0,1,1,0,1
2718,1,40,39165,4,13,0,1,1,0,1
4000,1,38,23577,1,16,0,1,0,1,0
18000,1,50,20373,2,13,0,1,0,1,0
65398,1,60,33663,2,12,1,1,1,1,1
4070,1,30,34842,2,16,1,1,1,1,1
12500,1,61,32595,3,5,0,1,1,0,0
2399,1,40,37188,3,16,0,0,0,0,0
-4200,1,27,35736,1,12,0,1,0,0,0
53000,1,38,42750,4,14,0,1,1,0,1
114200,1,36,85755,1,16,0,1,0,1,0
19500,1,59,67488,4,12,0,1,1,0,1
4000,1,30,28659,3,17,0,0,1,1,1
1350,1,42,47073,4,14,1,1,1,0,1
249600,1,54,81711,5,12,1,1,1,0,1
7273,1,53,41976,2,12,0,1,1,0,1
-5975,1,44,36870,4,14,0,1,1,0,0
60499,1,50,70065,1,17,0,1,0,1,0
18500,1,42,14160,3,12,0,0,1,0,0
2785,1,36,28872,3,12,0,1,1,0,0
162741,1,59,104121,3,15,1,1,1,0,0
-800,1,45,39717,3,16,0,0,0,1,0
-410,1,42,34440,1,1,0,0,0,1,0
6250,1,32,52404,4,13,1,0,1,0,1
15474,1,46,107823,4,17,1,1,1,0,1
13560,1,36,34506,4,11,0,1,1,0,0
33350,1,46,15699,3,12,0,1,1,1,1
0,1,40,22008,4,12,0,0,1,1,0
1300,1,27,18270,1,12,0,0,0,0,0
-9345,1,44,48339,6,12,0,1,1,1,1
523535,1,36,164097,2,18,1,1,1,1,1
120600,1,33,100575,3,16,1,1,1,1,1
7989,1,58,19878,3,14,0,0,1,1,0
74800,1,41,90261,4,12,1,1,1,0,0
25364,1,38,60882,4,12,1,1,1,0,0
4975,1,49,42915,3,18,1,1,0,0,0
33748,1,37,47703,4,12,0,1,1,0,1
5938,1,34,55662,4,16,0,1,1,0,1
4700,1,30,33435,4,12,0,0,1,0,0
41300,1,34,57774,4,16,0,1,1,0,0
80600,1,36,39168,4,12,0,1,1,0,1
950,1,35,31626,1,16,0,0,0,0,0
59350,1,57,37104,2,10,1,1,1,0,0
49099,1,56,114573,3,12,1,1,1,1,1
21671,1,34,35412,2,16,1,0,1,0,0
35050,1,37,17286,3,16,0,1,0,0,0
-3070,1,34,24432,3,13,0,1,1,0,1
6700,1,35,35358,1,16,0,0,0,1,0
99329,1,58,89988,2,16,1,1,1,1,1
-630,1,25,15627,1,14,0,0,0,0,0
20000,1,41,42615,3,16,1,1,0,1,0
62679,1,28,26646,1,16,0,0,0,1,0
63249,1,50,26190,2,12,1,1,1,0,0
20084,1,38,33921,4,16,1,0,1,0,1
63700,1,41,47238,1,18,1,1,0,1,0
131850,1,51,59907,5,16,1,1,1,0,0
350,1,29,35670,4,12,0,1,1,1,1
167000,1,44,64170,4,12,0,1,1,0,1
-3253,1,39,47754,7,14,0,0,1,0,1
-500,1,31,32412,8,12,0,1,1,0,1
13515,1,52,41184,2,10,1,1,1,1,1
-17351,1,42,56883,4,14,0,1,1,0,1
7955,1,55,20760,1,12,0,0,0,1,0
-21901,1,30,100302,1,18,0,1,0,0,0
13230,1,30,48000,3,17,1,1,1,0,1
-975,1,38,24210,6,5,0,1,1,0,1
156498,1,54,75003,2,14,1,1,1,0,1
-3100,1,46,27000,2,16,0,1,1,1,0
8152,1,38,21015,1,18,0,1,0,1,0
10699,1,53,20646,3,12,0,1,1,0,0
34678,1,29,54900,4,16,0,1,1,0,0
53010,1,60,51489,2,12,1,1,1,1,1
135900,1,63,49257,5,16,1,1,1,0,0
19304,1,43,28716,2,17,0,1,0,0,0
599,1,29,24156,1,16,0,0,0,1,0
-2000,1,32,60150,4,13,0,1,1,0,1
1400,1,36,36750,4,18,0,0,0,1,0
122500,1,57,45390,2,18,1,1,1,1,0
4000,1,40,35190,4,16,0,1,1,0,0
7983,1,64,38991,2,17,0,1,0,1,0
21100,1,41,86097,2,12,0,1,1,0,1
4500,1,46,49692,3,12,0,1,1,0,1
27170,1,62,51099,2,10,0,1,1,0,1
9100,1,33,42924,1,12,0,1,0,1,0
2400,1,28,52248,4,17,0,1,1,1,1
77786,1,31,75282,1,12,0,0,0,0,0
3700,1,44,26880,1,13,0,0,0,1,0
7320,1,41,21726,4,12,1,1,1,0,1
9399,1,44,60600,3,16,0,1,0,0,0
107954,1,55,52527,2,17,1,1,1,1,1
-14180,1,36,100356,1,18,0,0,0,0,0
18300,1,35,86814,4,17,1,1,1,1,1
16400,1,39,22338,4,15,0,0,1,0,0
35831,1,47,100116,4,14,1,1,1,0,0
49999,1,31,37515,1,18,1,1,0,1,0
27930,1,43,51153,5,18,1,1,1,1,1
-7400,1,36,9027,1,16,0,0,0,1,0
34280,1,37,74850,3,12,0,0,1,1,1
10300,1,32,52875,2,18,0,1,1,1,1
25293,1,49,34047,3,12,0,1,1,0,1
-382,1,49,47640,3,12,0,0,1,0,1
38250,1,44,96774,3,15,0,1,1,0,1
70050,1,35,54960,4,16,1,1,1,0,0
5060,1,53,47586,3,11,0,1,1,1,1
2406,1,25,21042,1,12,0,0,1,1,0
10250,1,30,22320,4,6,0,0,1,0,0
-5687,1,44,67428,4,18,1,1,1,1,1
38650,1,32,47628,2,12,0,0,1,1,1
17934,1,45,53856,1,13,0,0,0,0,0
31250,1,37,67056,3,16,0,1,1,1,1
43949,1,47,64653,4,16,1,1,1,1,1
2976,1,30,38454,4,13,0,1,1,1,1
4160,1,42,18375,7,12,0,1,1,1,1
1450,1,36,20094,4,7,0,1,1,0,1
8700,1,37,58053,2,16,0,0,1,0,1
41600,1,41,18240,3,12,0,1,0,0,0
62200,1,53,47478,2,12,1,1,0,1,0
44100,1,39,44529,1,18,0,1,0,1,0
41950,1,48,71646,2,16,1,1,0,1,0
1700,1,42,54597,4,16,0,1,1,0,1
26000,1,42,54456,3,12,1,1,1,0,1
2090,1,43,23850,1,12,0,1,0,1,0
100,1,41,28143,4,12,0,0,1,0,0
-1500,1,29,23100,3,12,0,1,1,0,1
23300,1,34,106782,3,18,1,1,1,1,1
99169,1,61,42231,2,12,1,1,1,0,0
-1884,1,38,35757,2,12,0,0,1,0,1
1948,1,34,29019,5,14,0,1,1,0,0
86872,1,30,51993,3,16,1,1,1,0,0
-4000,1,34,62355,4,16,0,1,1,0,1
21011,1,53,29046,1,18,1,1,0,0,0
66500,1,47,64800,1,16,1,0,0,1,0
7700,1,28,72648,2,17,0,1,1,0,1
-30000,1,30,33270,3,17,0,1,1,0,1
5500,1,29,36000,1,16,1,0,0,0,0
37599,1,56,55503,3,14,0,1,1,1,1
-7250,1,41,29739,1,17,0,1,0,1,0
3710,1,42,24237,1,12,0,0,0,0,0
-3700,1,40,52173,6,14,0,0,1,1,1
-3201,1,47,61602,2,13,0,1,1,0,1
9334,1,44,27390,4,14,0,1,1,1,1
40000,1,32,13680,1,13,0,0,0,1,0
25654,1,37,26781,1,16,1,1,0,0,0
-2001,1,35,32364,1,12,0,1,0,0,0
2600,1,29,36030,1,16,0,0,0,1,0
241442,1,46,48000,4,12,1,1,1,1,1
2850,1,38,15000,1,12,0,1,0,1,0
60459,1,37,41031,2,18,1,1,1,0,0
28000,1,37,50082,3,16,0,0,1,0,0
295898,1,40,66801,3,14,1,1,1,0,1
0,1,62,32616,3,12,0,1,1,1,1
3200,1,37,26868,4,12,0,1,0,1,0
3306,1,28,42411,2,12,0,1,0,0,0
92446,1,53,62400,3,12,1,1,1,0,0
10161,1,27,36432,1,16,1,0,0,1,0
28762,1,45,47316,1,16,1,1,0,0,0
-2700,1,53,31470,7,12,0,1,1,1,0
-7150,1,59,46722,5,12,0,1,1,0,0
-6400,1,38,47784,4,11,0,1,1,1,1
200,1,42,28245,2,18,0,0,1,1,1
135196,1,44,158721,3,16,1,1,1,1,1
1700,1,43,29604,1,14,0,1,0,1,0
44098,1,43,48468,6,12,0,1,1,0,0
2600,1,58,11325,2,12,0,0,0,1,0
2000,1,34,31722,3,12,0,1,1,0,1
4300,1,25,19800,4,12,0,0,1,0,0
9999,1,54,21450,3,12,0,1,0,1,0
3500,1,40,76866,4,16,0,1,1,1,1
22772,1,53,55725,2,12,0,1,1,0,1
-480,1,28,25749,4,12,0,1,1,0,1
324000,1,62,95430,3,16,1,1,1,0,0
24558,1,36,16794,2,12,0,0,1,0,0
101408,1,56,36912,3,12,1,1,1,1,1
-4635,1,41,48312,4,12,0,1,1,0,1
21047,1,41,92514,2,17,0,0,1,0,1
-5301,1,52,51060,5,14,0,1,1,0,1
28900,1,35,52572,2,16,1,1,1,0,1
5000,1,33,12486,1,12,0,0,1,0,0
201,1,34,16065,3,12,0,1,0,0,0
14126,1,29,50433,2,14,0,1,1,1,1
400,1,39,28425,1,12,0,1,0,1,0
73816,1,45,77697,4,17,1,1,1,1,1
31848,1,38,57480,4,16,1,1,1,0,1
1249,1,37,34359,2,12,1,0,1,1,1
22500,1,31,68730,3,16,0,1,1,1,1
2425,1,41,51981,4,12,0,1,1,0,1
33399,1,32,87540,3,16,1,1,1,1,1
-87501,1,58,72150,2,14,0,1,1,0,0
1821,1,44,43536,4,12,0,1,1,1,1
10400,1,44,57420,2,12,0,1,1,0,1
-2825,1,36,56880,1,12,0,1,0,1,0
1900,1,49,36642,6,12,0,1,1,0,0
-2038,1,61,37359,2,12,0,1,1,0,1
13200,1,53,23700,2,12,0,0,1,0,1
39627,1,39,45819,4,14,1,1,1,0,1
153731,1,33,99699,4,17,1,1,1,1,1
17419,1,49,45753,4,14,1,1,1,1,1
30900,1,33,77355,4,18,1,1,1,0,1
73999,1,61,31017,1,12,1,1,0,1,0
8520,1,46,47655,2,16,0,1,1,1,1
83900,1,48,92991,5,18,1,1,1,1,1
105150,1,33,73308,3,12,1,1,1,0,0
26499,1,49,7209,1,16,0,0,0,1,0
33800,1,29,96180,5,16,1,1,1,1,1
33000,1,35,47250,4,12,1,1,1,0,0
-2200,1,37,28443,4,12,0,1,1,0,0
-4933,1,27,40647,2,14,0,0,1,0,1
15000,1,37,94980,2,15,0,1,1,0,1
8500,1,52,19638,1,10,0,0,0,1,0
22899,1,41,49134,5,12,0,1,1,0,0
1049,1,29,23409,1,16,0,0,0,0,0
-2606,1,47,36222,5,12,0,1,1,0,1
18000,1,34,33084,4,14,0,1,1,0,0
50355,1,40,49095,5,18,1,1,1,1,1
-1597,1,39,32139,5,13,0,1,1,0,1
24566,1,38,47316,4,12,1,1,1,0,1
108359,1,53,70923,2,12,1,1,1,0,1
82665,1,34,91209,2,12,1,1,1,0,1
24448,1,31,58323,4,18,0,1,1,1,1
7280,1,38,30510,2,14,0,0,0,0,0
28457,1,48,50781,3,13,0,1,1,1,1
31199,1,36,95823,3,18,1,1,1,0,1
58110,1,53,63630,1,18,1,1,0,1,0
21549,1,34,83496,4,17,0,1,1,0,1
61699,1,35,30558,4,15,1,1,1,1,1
8174,1,47,31890,4,7,0,1,1,0,1
22484,1,36,39627,3,14,0,1,1,0,1
34999,1,38,14850,5,12,0,1,1,0,0
100700,1,54,47646,3,13,1,1,1,1,1
-5702,1,40,38922,3,14,0,0,1,0,1
66845,1,58,56958,1,12,1,1,0,1,0
109399,1,35,99480,3,18,1,1,1,1,1
1850,1,34,19044,3,12,0,1,0,1,0
2225,1,32,20901,5,15,0,0,1,0,0
54860,1,40,65346,6,16,1,1,1,0,1
108600,1,43,47796,4,11,1,1,1,0,0
14200,1,64,49167,2,12,0,1,1,0,1
1011,1,31,18171,5,12,0,1,1,0,1
1606,1,31,23367,3,14,0,0,0,1,0
17049,1,51,70092,5,18,0,1,1,1,1
6425,1,47,58548,3,16,0,1,1,0,1
600,1,48,19152,2,12,0,0,0,1,0
23550,1,39,44040,3,18,1,0,0,1,0
-5250,1,31,28272,1,16,0,1,0,1,0
2182,1,30,20964,4,12,0,0,0,1,0
9300,1,25,65049,2,13,1,1,1,0,1
100469,1,61,37380,2,8,1,1,1,0,0
30000,1,44,39786,3,14,1,1,0,0,0
-1200,1,41,19596,2,12,0,0,0,1,0
2500,1,42,27990,4,12,0,1,1,0,1
4000,1,45,120069,4,18,0,1,1,0,1
-14995,1,33,71100,5,12,0,1,1,0,0
17000,1,53,68196,1,16,1,0,0,0,0
2000,1,36,30450,2,12,1,0,1,1,1
1700,1,35,23064,2,12,0,0,0,0,0
-301,1,29,57096,3,14,1,1,1,0,1
206500,1,49,77244,4,12,0,1,1,0,1
-1052,1,52,23640,2,16,0,0,0,0,0
62707,1,45,55446,4,14,0,1,1,0,1
15200,1,62,50304,2,18,0,1,1,0,0
44275,1,59,55020,3,6,1,1,1,0,0
-6150,1,53,22215,1,6,0,0,0,1,0
5999,1,56,54582,2,12,0,1,1,1,1
-7400,1,34,26598,3,15,0,1,1,0,1
600,1,25,25200,4,12,0,1,1,0,1
49750,1,46,58611,4,12,0,1,1,1,1
1183,1,28,15159,2,12,1,0,0,0,0
-66,1,32,22881,4,15,0,0,0,1,0
87750,1,53,73350,2,12,1,1,1,1,1
6299,1,34,32226,3,12,0,0,0,0,0
-4401,1,40,43536,3,17,0,0,0,1,0
6530,1,32,33498,2,18,0,0,1,0,0
-1580,1,41,14679,1,16,0,0,0,1,0
-470,1,27,27966,2,16,0,1,1,0,1
16585,1,42,74646,3,16,1,1,1,0,1
1586,1,53,55944,2,12,0,1,1,0,1
1265,1,40,33993,1,12,0,1,0,0,0
3400,1,34,33270,4,12,0,0,1,1,1
7500,1,40,15387,1,12,0,0,0,1,0
26800,1,31,29061,3,13,0,1,0,0,0
128950,1,49,97365,4,18,1,1,1,1,1
44600,1,46,24906,1,17,0,1,0,1,0
-1900,1,37,23802,3,12,0,1,1,1,1
42000,1,36,21300,6,12,0,1,1,1,1
6450,1,36,22548,2,12,0,0,1,0,1
7299,1,40,37020,3,12,0,1,1,0,1
6100,1,56,26100,3,12,0,1,1,0,0
-7850,1,48,27000,2,13,0,0,1,0,0
51499,1,61,28080,4,12,1,1,0,1,0
-2800,1,37,37491,2,12,0,0,1,1,1
58850,1,30,56757,4,16,1,1,1,0,1
61000,1,32,59667,2,18,0,1,1,0,1
70498,1,42,63333,4,18,1,1,1,1,1
869,1,38,44430,6,12,0,1,1,0,1
-2801,1,36,33270,8,10,0,1,1,0,0
32150,1,26,51480,2,16,0,1,1,0,1
13706,1,43,39132,4,14,1,1,1,0,0
31536,1,34,34698,2,12,0,0,0,1,0
15000,1,46,31719,3,18,1,0,0,1,0
-5600,1,45,55986,6,13,0,0,1,1,1
27360,1,42,51000,5,12,0,1,1,0,0
86582,1,60,110316,3,18,1,1,1,1,1
900,1,44,14592,2,13,0,1,0,0,0
-1034,1,35,39915,1,14,0,1,0,0,0
158,1,42,43707,5,12,0,1,1,0,1
600,1,30,24210,1,16,0,0,0,0,0
-1800,1,48,16680,1,15,0,0,0,0,0
11887,1,45,71118,12,13,1,1,1,1,1
-5900,1,29,41886,2,1,0,1,1,1,1
-5900,1,47,40800,1,12,0,0,0,0,0
16775,1,36,34140,3,16,1,1,1,0,1
12349,1,45,54327,8,12,0,1,1,0,1
-310,1,31,29637,3,14,0,0,1,0,1
35303,1,54,33705,2,10,1,1,0,0,0
66674,1,37,35328,6,16,1,1,1,0,0
-2250,1,31,19506,3,14,0,0,0,0,0
4000,1,49,120420,3,18,0,1,1,0,1
55690,1,51,67431,3,17,1,1,1,1,1
-2850,1,59,18894,4,12,0,1,1,0,0
240,1,31,28410,11,7,0,0,1,0,1
-4200,1,44,21120,3,12,0,0,0,0,0
131663,1,61,38076,2,11,1,1,0,1,0
40999,1,53,102600,5,16,1,1,1,0,1
-5000,1,34,22812,1,16,0,0,0,1,0
35400,1,39,36930,3,14,0,0,0,0,0
2200,1,27,29760,4,16,0,0,1,0,1
0,1,34,38640,1,12,0,0,0,1,0
5581,1,38,45870,2,12,0,1,1,0,1
-12400,1,39,40500,1,12,0,0,0,1,0
14699,1,26,28950,3,12,0,1,1,0,0
-400,1,53,31386,3,12,0,0,0,0,0
23969,1,35,55125,4,18,1,1,1,0,1
-15532,1,37,41763,2,16,0,1,0,1,0
-6051,1,45,25353,1,12,0,1,0,0,0
3000,1,42,51900,3,16,0,1,1,1,1
7500,1,35,33690,3,12,0,0,1,0,1
3300,1,43,41148,2,13,0,1,1,0,1
7504,1,44,38835,2,13,0,1,1,0,0
-4408,1,38,29391,1,12,0,1,0,1,0
38399,1,43,48471,4,16,1,1,0,0,0
14000,1,45,41814,5,12,1,1,1,0,1
115402,1,52,46998,2,10,1,1,1,0,0
0,1,40,16995,3,12,0,0,0,1,0
-3500,1,34,49515,2,16,0,1,0,1,0
65340,1,42,61800,4,12,1,1,1,1,1
242674,1,52,70872,2,12,1,1,1,0,1
150499,1,53,45270,2,12,1,1,1,0,0
5800,1,33,31857,4,12,0,0,1,1,1
45418,1,48,45702,4,12,1,1,1,0,1
21250,1,47,51150,5,13,0,1,1,1,1
12550,1,44,27291,1,12,0,1,0,0,0
-14000,1,32,44703,5,18,0,1,1,0,1
2000,1,48,39321,1,13,0,0,0,0,0
4999,1,50,51234,2,9,1,1,1,1,1
1216,1,43,13248,1,11,0,0,0,1,0
9322,1,27,49428,2,16,0,0,1,0,1
25012,1,48,39246,2,17,1,0,0,1,0
-3501,1,43,34950,2,12,0,1,0,0,0
108800,1,56,108621,4,13,1,1,1,0,0
18500,1,35,60300,2,16,1,1,1,1,1
36998,1,37,78450,3,12,0,1,1,0,1
20250,1,46,49698,4,14,0,1,1,0,1
29,1,30,17505,3,11,0,1,1,0,1
50899,1,61,18669,2,8,0,1,1,0,0
-1450,1,26,35583,2,14,0,1,1,1,1
23380,1,33,45201,4,17,0,1,1,0,1
66484,1,50,32436,2,16,1,0,0,1,0
-813,1,45,42534,3,12,1,1,1,0,1
15123,1,38,42561,9,12,1,1,1,0,0
63249,1,46,100011,1,18,1,1,0,0,0
67100,1,54,49272,2,12,1,1,1,1,1
-3000,1,38,52236,6,16,0,1,1,0,1
-117,1,37,35175,5,9,0,1,1,0,1
600,1,27,41256,1,18,1,0,0,0,0
27000,1,31,58500,1,16,0,1,0,1,0
9266,1,42,42192,4,13,1,1,1,0,1
1400,1,44,14496,5,9,0,0,0,0,0
145139,1,47,86700,2,12,1,1,1,0,1
1312,1,26,29344,3,12,0,0,0,0,0
23000,1,38,66036,2,18,1,1,1,0,1
765,1,35,18384,4,12,0,1,1,1,1
12700,1,38,48996,3,15,1,1,1,0,1
19800,1,36,23409,2,12,1,1,0,1,0
715,1,33,43572,4,12,0,0,1,1,1
9346,1,30,42204,3,15,1,0,1,0,0
81849,1,59,67350,2,12,0,1,1,0,1
-3475,1,45,50070,6,14,0,1,1,0,1
8400,1,39,61377,5,13,0,0,1,0,1
62500,1,61,48828,2,12,1,1,1,0,0
9600,1,34,45912,4,12,0,1,1,0,1
14825,1,52,37356,3,13,0,1,1,0,1
106000,1,57,77280,2,18,0,1,0,1,0
9020,1,56,46911,4,12,1,1,1,1,1
2000,1,36,86403,3,14,0,1,1,1,1
-8950,1,29,49572,2,16,0,0,1,0,1
34047,1,33,66939,6,12,0,1,1,0,1
34200,1,46,100587,2,18,0,1,0,0,0
6550,1,52,51570,3,14,0,1,1,1,1
8700,1,44,19500,2,15,0,0,0,0,0
44000,1,50,52110,2,17,1,1,0,1,0
22398,1,57,46236,3,10,1,1,1,0,0
5059,1,45,36060,3,13,0,1,0,1,0
-3651,1,40,27915,1,16,0,0,0,0,0
35860,1,36,48135,4,16,0,1,1,0,0
100700,1,52,58500,3,16,1,1,1,0,1
24199,1,46,54729,3,12,0,1,1,0,1
69000,1,34,107940,4,16,1,1,1,0,0
26500,1,37,106068,2,16,0,1,1,1,1
1256,1,47,30645,3,16,0,1,0,1,0
-7001,1,45,72300,5,14,0,1,1,0,1
257600,1,60,71028,2,12,1,1,1,0,1
-48600,1,35,51384,1,18,0,0,0,1,0
22450,1,31,58173,2,16,0,1,1,0,1
84000,1,39,83250,2,13,0,1,1,0,1
1500,1,33,35535,2,12,0,1,1,0,1
-5325,1,48,22650,2,12,0,0,0,1,0
8700,1,26,43230,1,18,0,0,0,1,0
15100,1,40,74220,5,12,0,1,1,0,1
2060,1,41,34794,4,12,1,1,1,0,1
3205,1,29,44226,4,14,0,1,1,0,1
1000,1,36,12156,3,12,1,0,0,0,0
7500,1,37,38208,4,12,1,1,1,0,1
6513,1,34,26865,3,13,0,0,0,0,0
9160,1,60,30735,2,12,1,1,1,0,1
18930,1,43,28080,5,12,0,1,1,0,0
4899,1,27,36201,5,12,0,1,1,0,1
43500,1,44,46890,4,12,1,1,1,1,1
26918,1,38,43599,4,12,0,1,1,0,1
36450,1,51,76827,3,18,0,1,1,1,0
2080,1,34,31983,4,13,0,1,1,0,0
7652,1,35,64983,5,13,0,1,1,1,1
30200,1,33,43425,5,16,0,1,1,0,0
66900,1,36,55200,3,10,0,0,1,0,1
-200,1,28,23316,1,18,0,1,0,1,0
23210,1,35,54963,4,12,0,1,1,1,1
32292,1,32,79206,2,16,0,0,1,0,1
0,1,50,17280,4,10,0,1,0,1,0
35199,1,50,32805,6,12,0,1,1,0,0
50000,1,51,69786,3,16,1,1,0,0,0
-900,1,42,32100,1,13,0,0,0,0,0
30000,1,34,146250,3,18,1,1,1,1,1
-3029,1,52,27711,4,12,0,0,1,0,1
-9100,1,39,62184,1,18,1,0,0,0,0
43999,1,42,33336,5,13,1,1,1,0,0
-472,1,42,26370,1,12,0,1,0,1,0
69300,1,58,54516,4,12,0,1,1,1,1
41260,1,57,79290,4,16,1,1,1,0,1
42630,1,42,60696,4,18,1,1,1,1,1
1000,1,40,14040,2,12,0,0,0,1,0
-6450,1,29,37812,4,18,0,1,1,1,1
-1800,1,35,28470,6,13,0,1,1,0,1
43352,1,49,47727,5,12,0,1,1,0,0
2195,1,51,23634,4,12,0,0,1,1,0
3850,1,29,17400,2,14,0,0,0,1,0
39800,1,42,57861,3,14,0,1,1,0,1
44000,1,43,57180,3,16,1,1,0,1,0
20950,1,38,155967,2,18,0,1,1,0,1
53950,1,52,103563,4,18,1,1,1,0,1
4947,1,41,40308,5,12,0,0,1,1,1
12048,1,48,17214,1,11,0,0,0,0,0
-7300,1,42,45273,4,15,0,1,1,0,1
-11760,1,25,23481,2,12,0,1,1,0,1
-733,1,55,17196,2,14,0,1,1,1,0
-2100,1,52,21675,3,12,0,1,1,0,1
-800,1,43,29373,4,16,0,1,0,1,0
34475,1,34,61350,3,16,0,1,1,0,0
8916,1,36,16233,3,10,0,1,0,0,0
46045,1,36,94245,4,16,1,1,1,1,1
16040,1,45,48747,5,12,1,1,1,0,1
4636,1,33,48174,1,18,0,0,0,0,0
321000,1,61,103041,2,18,1,1,1,0,1
-2300,1,37,36384,3,16,0,1,1,1,1
-6700,1,44,55401,4,12,0,1,1,0,1
39799,1,63,39039,2,11,1,1,1,1,1
35450,1,28,38889,1,16,1,1,0,0,0
2499,1,31,25311,1,14,0,1,0,1,0
619,1,34,23532,2,12,0,0,0,1,0
-268,1,41,20028,2,16,0,0,0,0,0
23998,1,43,46872,4,13,0,1,1,0,1
-290,1,40,36195,4,16,0,1,1,0,1
5636,1,43,62778,4,12,0,1,1,1,1
59940,1,64,15891,1,12,1,1,0,0,0
150640,1,52,30930,5,18,0,1,1,1,1
-22652,1,41,50547,4,16,0,0,1,0,1
19328,1,30,9894,1,17,1,1,0,0,0
